id_driver,recency,frequency,monetary_value,updated_at
457126,7,149,1919,2020-03-23 07:12:30.410 UTC
665989,8,288,3444,2020-03-23 07:12:30.410 UTC
169086,8,30,2496,2020-03-23 07:12:30.410 UTC
250630,8,182,7833,2020-03-23 07:12:30.410 UTC
465810,10,14,1021,2020-03-23 07:12:30.410 UTC
678362,7,57,439,2020-03-23 07:12:30.410 UTC
526258,6,112,924,2020-03-23 07:12:30.410 UTC
59611,9,99,4172,2020-03-23 07:12:30.410 UTC
90537,6,106,5643,2020-03-23 07:12:30.410 UTC
131977,8,106,5242,2020-03-23 07:12:30.410 UTC
311240,8,89,329,2020-03-23 07:12:30.410 UTC
544015,6,85,1780,2020-03-23 07:12:30.410 UTC
294099,14,20,2682,2020-03-23 07:12:30.410 UTC
668864,7,249,2866,2020-03-23 07:12:30.410 UTC
447901,11,39,948,2020-03-23 07:12:30.410 UTC
49709,9,26,181,2020-03-23 07:12:30.410 UTC
96386,10,43,2291,2020-03-23 07:12:30.410 UTC
784248,7,204,552,2020-03-23 07:12:30.410 UTC
676697,6,71,598,2020-03-23 07:12:30.410 UTC
277616,7,105,4649,2020-03-23 07:12:30.410 UTC
165233,8,28,970,2020-03-23 07:12:30.410 UTC
391674,8,102,1629,2020-03-23 07:12:30.410 UTC
672856,7,17,65,2020-03-23 07:12:30.410 UTC
268214,7,101,5987,2020-03-23 07:12:30.410 UTC
759260,6,279,1219,2020-03-23 07:12:30.410 UTC
242272,7,181,4748,2020-03-23 07:12:30.410 UTC
530698,12,41,884,2020-03-23 07:12:30.410 UTC
738391,7,47,683,2020-03-23 07:12:30.410 UTC
487264,7,18,997,2020-03-23 07:12:30.410 UTC
259461,7,87,2538,2020-03-23 07:12:30.410 UTC
667415,6,54,379,2020-03-23 07:12:30.410 UTC
171436,8,120,3233,2020-03-23 07:12:30.410 UTC
610951,6,93,585,2020-03-23 07:12:30.410 UTC
129038,8,23,1055,2020-03-23 07:12:30.410 UTC
222092,8,82,455,2020-03-23 07:12:30.410 UTC
99910,12,99,7046,2020-03-23 07:12:30.410 UTC
602848,7,232,3582,2020-03-23 07:12:30.410 UTC
325954,8,2,4868,2020-03-23 07:12:30.410 UTC
139464,11,23,1889,2020-03-23 07:12:30.410 UTC
10871,7,118,8260,2020-03-23 07:12:30.410 UTC
97508,0,1,2213,2020-03-23 07:12:30.410 UTC
78685,8,203,3380,2020-03-23 07:12:30.410 UTC
361060,21,10,2354,2020-03-23 07:12:30.410 UTC
657574,7,117,1201,2020-03-23 07:12:30.410 UTC
122080,8,18,1511,2020-03-23 07:12:30.410 UTC
175359,6,21,1633,2020-03-23 07:12:30.410 UTC
114589,7,78,2993,2020-03-23 07:12:30.410 UTC
89540,13,12,504,2020-03-23 07:12:30.410 UTC
107410,20,49,2079,2020-03-23 07:12:30.410 UTC
30249,8,42,6354,2020-03-23 07:12:30.410 UTC
40948,9,32,3840,2020-03-23 07:12:30.410 UTC
246729,0,143,5656,2020-03-23 07:12:30.410 UTC
32412,12,9,1141,2020-03-23 07:12:30.410 UTC
630667,8,2,1726,2020-03-23 07:12:30.410 UTC
629114,7,2,654,2020-03-23 07:12:30.410 UTC
84395,7,139,1939,2020-03-23 07:12:30.410 UTC
644600,12,22,128,2020-03-23 07:12:30.410 UTC
61648,7,93,5477,2020-03-23 07:12:30.410 UTC
310928,9,106,2143,2020-03-23 07:12:30.410 UTC
406188,6,16,1935,2020-03-23 07:12:30.410 UTC
211454,6,4,837,2020-03-23 07:12:30.410 UTC
127352,7,53,4199,2020-03-23 07:12:30.410 UTC
494990,18,1,784,2020-03-23 07:12:30.410 UTC
121959,8,64,648,2020-03-23 07:12:30.410 UTC
112734,13,2,717,2020-03-23 07:12:30.410 UTC
59303,13,39,1068,2020-03-23 07:12:30.410 UTC
224584,6,186,6155,2020-03-23 07:12:30.410 UTC
441598,12,7,877,2020-03-23 07:12:30.410 UTC
435364,7,19,535,2020-03-23 07:12:30.410 UTC
582776,28,2,1184,2020-03-23 07:12:30.410 UTC
171908,6,124,2463,2020-03-23 07:12:30.410 UTC
477042,8,2,654,2020-03-23 07:12:30.410 UTC
375266,8,46,2549,2020-03-23 07:12:30.410 UTC
150731,7,74,2035,2020-03-23 07:12:30.410 UTC
394557,9,91,2136,2020-03-23 07:12:30.410 UTC
28324,23,2,4726,2020-03-23 07:12:30.410 UTC
137691,6,24,5027,2020-03-23 07:12:30.410 UTC
89120,8,9,1794,2020-03-23 07:12:30.410 UTC
95310,10,84,4473,2020-03-23 07:12:30.410 UTC
22758,6,130,9441,2020-03-23 07:12:30.410 UTC
312324,1,103,3071,2020-03-23 07:12:30.410 UTC
90733,27,1,2488,2020-03-23 07:12:30.410 UTC
275085,7,39,3556,2020-03-23 07:12:30.410 UTC
241223,28,3,2206,2020-03-23 07:12:30.410 UTC
21934,8,7,1500,2020-03-23 07:12:30.410 UTC
169906,6,10,1813,2020-03-23 07:12:30.410 UTC
252594,10,17,1613,2020-03-23 07:12:30.410 UTC
200832,8,108,1409,2020-03-23 07:12:30.410 UTC
130655,10,37,3727,2020-03-23 07:12:30.410 UTC
203399,21,3,1824,2020-03-23 07:12:30.410 UTC
16341,7,9,4253,2020-03-23 07:12:30.410 UTC
210145,23,8,442,2020-03-23 07:12:30.410 UTC
499836,7,5,1503,2020-03-23 07:12:30.410 UTC
241392,7,32,1156,2020-03-23 07:12:30.410 UTC
670771,25,58,380,2020-03-23 07:12:30.410 UTC
465402,14,25,556,2020-03-23 07:12:30.410 UTC
288221,8,29,4412,2020-03-23 07:12:30.410 UTC
103998,6,26,1269,2020-03-23 07:12:30.410 UTC
377728,14,32,755,2020-03-23 07:12:30.410 UTC
622070,8,23,535,2020-03-23 07:12:30.410 UTC
680208,8,51,802,2020-03-23 07:12:30.410 UTC
415149,8,98,1347,2020-03-23 07:12:30.410 UTC
691211,6,35,408,2020-03-23 07:12:30.410 UTC
510318,27,1,363,2020-03-23 07:12:30.410 UTC
619872,8,17,521,2020-03-23 07:12:30.410 UTC
106569,7,59,1744,2020-03-23 07:12:30.410 UTC
712583,8,48,693,2020-03-23 07:12:30.410 UTC
707190,6,209,1202,2020-03-23 07:12:30.410 UTC
105676,15,66,384,2020-03-23 07:12:30.410 UTC
668356,10,17,685,2020-03-23 07:12:30.410 UTC
676424,10,27,386,2020-03-23 07:12:30.410 UTC
324228,29,1,205,2020-03-23 07:12:30.410 UTC
92046,14,17,2641,2020-03-23 07:12:30.410 UTC
22827,17,11,568,2020-03-23 07:12:30.410 UTC
76279,14,40,1316,2020-03-23 07:12:30.410 UTC
364038,8,6,1111,2020-03-23 07:12:30.410 UTC
441515,21,1,663,2020-03-23 07:12:30.410 UTC
170166,27,3,1264,2020-03-23 07:12:30.410 UTC
38009,8,5,2744,2020-03-23 07:12:30.410 UTC
100339,9,10,572,2020-03-23 07:12:30.410 UTC
223106,7,13,387,2020-03-23 07:12:30.410 UTC
107189,7,7,1139,2020-03-23 07:12:30.410 UTC
133776,6,72,663,2020-03-23 07:12:30.410 UTC
7199,4,364,439,2020-03-23 07:12:30.410 UTC
755068,14,62,429,2020-03-23 07:12:30.410 UTC
368403,6,68,664,2020-03-23 07:12:30.410 UTC
678986,8,95,339,2020-03-23 07:12:30.410 UTC
333266,6,140,494,2020-03-23 07:12:30.410 UTC
640065,17,19,90,2020-03-23 07:12:30.410 UTC
803591,7,279,325,2020-03-23 07:12:30.410 UTC
795255,7,195,469,2020-03-23 07:12:30.410 UTC
369530,6,11,401,2020-03-23 07:12:30.410 UTC
750295,8,94,196,2020-03-23 07:12:30.410 UTC
797405,6,60,101,2020-03-23 07:12:30.410 UTC
805242,6,63,90,2020-03-23 07:12:30.410 UTC
795051,6,136,252,2020-03-23 07:12:30.410 UTC
735581,13,12,48,2020-03-23 07:12:30.410 UTC
518794,6,198,341,2020-03-23 07:12:30.410 UTC
741039,11,44,353,2020-03-23 07:12:30.410 UTC
574925,1,127,1507,2020-03-23 07:12:30.410 UTC
682185,13,7,377,2020-03-23 07:12:30.410 UTC
231898,13,8,220,2020-03-23 07:12:30.410 UTC
737940,11,41,333,2020-03-23 07:12:30.410 UTC
769959,9,46,292,2020-03-23 07:12:30.410 UTC
69872,9,16,549,2020-03-23 07:12:30.410 UTC
546018,6,4,126,2020-03-23 07:12:30.410 UTC
703185,9,38,45,2020-03-23 07:12:30.410 UTC
645050,7,110,221,2020-03-23 07:12:30.410 UTC
346277,8,95,209,2020-03-23 07:12:30.410 UTC
797634,18,28,44,2020-03-23 07:12:30.410 UTC
101896,8,12,1461,2020-03-23 07:12:30.410 UTC
66542,15,13,141,2020-03-23 07:12:30.410 UTC
485595,11,4,669,2020-03-23 07:12:30.410 UTC
534773,16,1,153,2020-03-23 07:12:30.410 UTC
779440,13,28,78,2020-03-23 07:12:30.410 UTC
679771,26,2,558,2020-03-23 07:12:30.410 UTC
132918,15,12,353,2020-03-23 07:12:30.410 UTC
736414,15,50,177,2020-03-23 07:12:30.410 UTC
704715,14,29,560,2020-03-23 07:12:30.410 UTC
737931,7,244,503,2020-03-23 07:12:30.410 UTC
644392,10,9,627,2020-03-23 07:12:30.410 UTC
797210,27,24,243,2020-03-23 07:12:30.410 UTC
25822,23,9,988,2020-03-23 07:12:30.410 UTC
775889,16,19,223,2020-03-23 07:12:30.410 UTC
382657,5,86,416,2020-03-23 07:12:30.410 UTC
264407,8,3,972,2020-03-23 07:12:30.410 UTC
595213,7,50,249,2020-03-23 07:12:30.410 UTC
800769,8,139,264,2020-03-23 07:12:30.410 UTC
735694,9,57,337,2020-03-23 07:12:30.410 UTC
149014,26,4,1578,2020-03-23 07:12:30.410 UTC
124274,2,47,815,2020-03-23 07:12:30.410 UTC
558117,7,2,88,2020-03-23 07:12:30.410 UTC
605254,22,1,377,2020-03-23 07:12:30.410 UTC
46653,2,15,1934,2020-03-23 07:12:30.410 UTC
739266,7,44,116,2020-03-23 07:12:30.410 UTC
799824,9,105,153,2020-03-23 07:12:30.410 UTC
764054,7,38,316,2020-03-23 07:12:30.410 UTC
802750,14,22,64,2020-03-23 07:12:30.410 UTC
759529,15,13,195,2020-03-23 07:12:30.410 UTC
231282,18,2,119,2020-03-23 07:12:30.410 UTC
736566,7,91,438,2020-03-23 07:12:30.410 UTC
772954,23,5,161,2020-03-23 07:12:30.410 UTC
703974,8,7,93,2020-03-23 07:12:30.410 UTC
637178,7,207,448,2020-03-23 07:12:30.410 UTC
329430,14,16,273,2020-03-23 07:12:30.410 UTC
684379,6,9,128,2020-03-23 07:12:30.410 UTC
35620,8,2,727,2020-03-23 07:12:30.410 UTC
99542,9,39,145,2020-03-23 07:12:30.410 UTC
809713,10,67,67,2020-03-23 07:12:30.410 UTC
711859,12,44,119,2020-03-23 07:12:30.410 UTC
810185,7,76,76,2020-03-23 07:12:30.410 UTC
243898,7,74,74,2020-03-23 07:12:30.410 UTC
110072,0,40,308,2020-03-23 07:12:30.410 UTC
812656,10,10,10,2020-03-23 07:12:30.410 UTC
633298,6,45,105,2020-03-23 07:12:30.410 UTC
652256,7,66,66,2020-03-23 07:12:30.410 UTC
818946,6,25,25,2020-03-23 07:12:30.410 UTC
688059,8,47,190,2020-03-23 07:12:30.410 UTC
49636,11,16,110,2020-03-23 07:12:30.410 UTC
737151,1,1,234,2020-03-23 07:12:30.410 UTC
736258,21,9,317,2020-03-23 07:12:30.410 UTC
629674,16,25,50,2020-03-23 07:12:30.410 UTC
268001,6,63,72,2020-03-23 07:12:30.410 UTC
819336,7,34,34,2020-03-23 07:12:30.410 UTC
757218,7,32,117,2020-03-23 07:12:30.410 UTC
677941,6,19,241,2020-03-23 07:12:30.410 UTC
726273,20,2,111,2020-03-23 07:12:30.410 UTC
694116,18,4,76,2020-03-23 07:12:30.410 UTC
370362,25,1,33,2020-03-23 07:12:30.410 UTC
742240,8,1,22,2020-03-23 07:12:30.410 UTC
235258,11,5,35,2020-03-23 07:12:30.410 UTC
620765,7,3,3,2020-03-23 07:12:30.410 UTC
695798,29,1,62,2020-03-23 07:12:30.410 UTC
771312,24,1,42,2020-03-23 07:12:30.410 UTC
817793,12,1,1,2020-03-23 07:12:30.410 UTC
811334,16,3,3,2020-03-23 07:12:30.410 UTC
63378,26,10,10,2020-03-23 07:12:30.410 UTC
708006,7,172,1402,2020-03-23 07:12:30.410 UTC
90460,9,58,2959,2020-03-23 07:12:30.410 UTC
406084,7,7,1498,2020-03-23 07:12:30.410 UTC
698421,9,127,595,2020-03-23 07:12:30.410 UTC
683486,26,1,1288,2020-03-23 07:12:30.410 UTC
14547,6,48,10608,2020-03-23 07:12:30.410 UTC
200368,7,110,4457,2020-03-23 07:12:30.410 UTC
637846,6,88,3186,2020-03-23 07:12:30.410 UTC
427777,6,110,2333,2020-03-23 07:12:30.410 UTC
79778,8,82,2368,2020-03-23 07:12:30.410 UTC
108663,8,109,5587,2020-03-23 07:12:30.410 UTC
655334,6,233,3124,2020-03-23 07:12:30.410 UTC
505450,8,131,4198,2020-03-23 07:12:30.410 UTC
781014,6,98,148,2020-03-23 07:12:30.410 UTC
394353,15,21,2564,2020-03-23 07:12:30.410 UTC
440614,10,28,2067,2020-03-23 07:12:30.410 UTC
202029,6,89,1683,2020-03-23 07:12:30.410 UTC
625053,6,130,2411,2020-03-23 07:12:30.410 UTC
618888,8,168,3100,2020-03-23 07:12:30.410 UTC
209156,24,5,1544,2020-03-23 07:12:30.410 UTC
222946,6,161,5966,2020-03-23 07:12:30.410 UTC
109335,11,46,2792,2020-03-23 07:12:30.410 UTC
69152,7,428,16373,2020-03-23 07:12:30.410 UTC
345913,9,45,1076,2020-03-23 07:12:30.410 UTC
551502,7,87,2722,2020-03-23 07:12:30.410 UTC
685276,7,104,2262,2020-03-23 07:12:30.410 UTC
625634,2,136,1003,2020-03-23 07:12:30.410 UTC
259166,8,25,609,2020-03-23 07:12:30.410 UTC
757391,6,161,981,2020-03-23 07:12:30.410 UTC
413311,7,172,6123,2020-03-23 07:12:30.410 UTC
744906,6,154,1104,2020-03-23 07:12:30.410 UTC
59151,8,19,4332,2020-03-23 07:12:30.410 UTC
529020,6,58,626,2020-03-23 07:12:30.410 UTC
768958,7,210,742,2020-03-23 07:12:30.410 UTC
607252,7,222,2336,2020-03-23 07:12:30.410 UTC
429247,8,56,863,2020-03-23 07:12:30.410 UTC
32724,7,121,673,2020-03-23 07:12:30.410 UTC
789458,13,39,186,2020-03-23 07:12:30.410 UTC
16416,8,119,4010,2020-03-23 07:12:30.410 UTC
38577,6,191,12035,2020-03-23 07:12:30.410 UTC
367211,6,196,4059,2020-03-23 07:12:30.410 UTC
163672,7,136,2762,2020-03-23 07:12:30.410 UTC
84330,11,44,481,2020-03-23 07:12:30.410 UTC
112534,8,110,1838,2020-03-23 07:12:30.410 UTC
762416,16,40,1009,2020-03-23 07:12:30.410 UTC
638760,9,109,1837,2020-03-23 07:12:30.410 UTC
704975,13,7,637,2020-03-23 07:12:30.410 UTC
470491,16,19,318,2020-03-23 07:12:30.410 UTC
27999,6,69,7956,2020-03-23 07:12:30.410 UTC
460382,23,30,1387,2020-03-23 07:12:30.410 UTC
638431,8,83,913,2020-03-23 07:12:30.410 UTC
708543,6,224,1864,2020-03-23 07:12:30.410 UTC
686473,10,81,1163,2020-03-23 07:12:30.410 UTC
47611,8,80,1993,2020-03-23 07:12:30.410 UTC
90329,6,133,4819,2020-03-23 07:12:30.410 UTC
271400,16,2,198,2020-03-23 07:12:30.410 UTC
356880,6,285,3810,2020-03-23 07:12:30.410 UTC
623669,15,30,306,2020-03-23 07:12:30.410 UTC
127725,8,109,3733,2020-03-23 07:12:30.410 UTC
789654,24,44,207,2020-03-23 07:12:30.410 UTC
99702,7,81,5369,2020-03-23 07:12:30.410 UTC
774155,14,148,827,2020-03-23 07:12:30.410 UTC
505125,20,6,245,2020-03-23 07:12:30.410 UTC
347963,6,66,1407,2020-03-23 07:12:30.410 UTC
525105,10,134,1122,2020-03-23 07:12:30.410 UTC
23624,7,27,3142,2020-03-23 07:12:30.410 UTC
202285,8,73,2229,2020-03-23 07:12:30.410 UTC
115590,8,78,5044,2020-03-23 07:12:30.410 UTC
146183,15,56,4843,2020-03-23 07:12:30.410 UTC
47503,6,50,677,2020-03-23 07:12:30.410 UTC
662274,11,8,397,2020-03-23 07:12:30.410 UTC
501990,6,168,4209,2020-03-23 07:12:30.410 UTC
622226,7,64,1319,2020-03-23 07:12:30.410 UTC
323460,8,85,532,2020-03-23 07:12:30.410 UTC
647452,7,122,1518,2020-03-23 07:12:30.410 UTC
54066,8,112,5955,2020-03-23 07:12:30.410 UTC
366162,9,13,1793,2020-03-23 07:12:30.410 UTC
25025,6,183,13309,2020-03-23 07:12:30.410 UTC
95957,9,46,2432,2020-03-23 07:12:30.410 UTC
20204,7,248,3424,2020-03-23 07:12:30.410 UTC
789818,12,90,286,2020-03-23 07:12:30.410 UTC
452886,16,27,413,2020-03-23 07:12:30.410 UTC
744594,14,21,187,2020-03-23 07:12:30.410 UTC
335114,25,27,535,2020-03-23 07:12:30.410 UTC
87321,9,16,1518,2020-03-23 07:12:30.410 UTC
162904,7,198,3312,2020-03-23 07:12:30.410 UTC
68242,11,5,741,2020-03-23 07:12:30.410 UTC
719273,8,16,98,2020-03-23 07:12:30.410 UTC
81776,11,30,1394,2020-03-23 07:12:30.410 UTC
772409,6,42,104,2020-03-23 07:12:30.410 UTC
198453,7,31,3424,2020-03-23 07:12:30.410 UTC
22086,6,46,2916,2020-03-23 07:12:30.410 UTC
24084,25,23,4950,2020-03-23 07:12:30.410 UTC
269375,8,106,3323,2020-03-23 07:12:30.410 UTC
668287,7,39,270,2020-03-23 07:12:30.410 UTC
747329,7,31,114,2020-03-23 07:12:30.410 UTC
253175,16,17,2734,2020-03-23 07:12:30.410 UTC
600958,8,76,1466,2020-03-23 07:12:30.410 UTC
695390,6,165,1248,2020-03-23 07:12:30.410 UTC
62901,6,204,6386,2020-03-23 07:12:30.410 UTC
588078,7,76,1728,2020-03-23 07:12:30.410 UTC
605423,6,79,714,2020-03-23 07:12:30.410 UTC
428510,23,2,145,2020-03-23 07:12:30.410 UTC
612858,7,177,2501,2020-03-23 07:12:30.410 UTC
673385,8,87,410,2020-03-23 07:12:30.410 UTC
101783,11,52,3520,2020-03-23 07:12:30.410 UTC
47875,1,29,222,2020-03-23 07:12:30.410 UTC
652884,7,183,2328,2020-03-23 07:12:30.410 UTC
773002,9,29,278,2020-03-23 07:12:30.410 UTC
789966,8,150,455,2020-03-23 07:12:30.410 UTC
755545,1,128,759,2020-03-23 07:12:30.410 UTC
683035,7,213,1548,2020-03-23 07:12:30.410 UTC
23568,6,118,5697,2020-03-23 07:12:30.410 UTC
657314,9,37,1693,2020-03-23 07:12:30.410 UTC
742483,1,52,598,2020-03-23 07:12:30.410 UTC
738221,0,163,1254,2020-03-23 07:12:30.410 UTC
633441,15,54,169,2020-03-23 07:12:30.410 UTC
630931,12,112,3524,2020-03-23 07:12:30.410 UTC
15791,9,60,2823,2020-03-23 07:12:30.410 UTC
29833,6,36,10728,2020-03-23 07:12:30.410 UTC
160741,7,96,379,2020-03-23 07:12:30.410 UTC
172260,7,74,3872,2020-03-23 07:12:30.410 UTC
122800,20,51,2225,2020-03-23 07:12:30.410 UTC
695434,8,188,1976,2020-03-23 07:12:30.410 UTC
599792,4,43,956,2020-03-23 07:12:30.410 UTC
148958,10,70,182,2020-03-23 07:12:30.410 UTC
293583,9,25,1262,2020-03-23 07:12:30.410 UTC
377962,15,2,670,2020-03-23 07:12:30.410 UTC
72226,6,289,4132,2020-03-23 07:12:30.410 UTC
217172,8,54,4168,2020-03-23 07:12:30.410 UTC
68186,9,70,4100,2020-03-23 07:12:30.410 UTC
615909,20,16,288,2020-03-23 07:12:30.410 UTC
492592,16,36,1815,2020-03-23 07:12:30.410 UTC
102512,8,27,1270,2020-03-23 07:12:30.410 UTC
367787,7,51,2221,2020-03-23 07:12:30.410 UTC
694593,11,64,1057,2020-03-23 07:12:30.410 UTC
534534,9,31,385,2020-03-23 07:12:30.410 UTC
672011,7,113,896,2020-03-23 07:12:30.410 UTC
749935,8,130,804,2020-03-23 07:12:30.410 UTC
100934,9,60,345,2020-03-23 07:12:30.410 UTC
689165,8,180,2109,2020-03-23 07:12:30.410 UTC
786290,7,129,291,2020-03-23 07:12:30.410 UTC
767180,6,219,653,2020-03-23 07:12:30.410 UTC
530338,9,30,1315,2020-03-23 07:12:30.410 UTC
744226,17,1,217,2020-03-23 07:12:30.410 UTC
742275,7,32,517,2020-03-23 07:12:30.410 UTC
349897,2,14,695,2020-03-23 07:12:30.410 UTC
677100,21,26,135,2020-03-23 07:12:30.410 UTC
50498,8,79,4737,2020-03-23 07:12:30.410 UTC
782991,9,169,544,2020-03-23 07:12:30.410 UTC
32308,9,5,1015,2020-03-23 07:12:30.410 UTC
152561,0,34,957,2020-03-23 07:12:30.410 UTC
484624,8,52,1056,2020-03-23 07:12:30.410 UTC
550532,10,29,598,2020-03-23 07:12:30.410 UTC
135601,16,16,4758,2020-03-23 07:12:30.410 UTC
573768,7,85,406,2020-03-23 07:12:30.410 UTC
245376,6,84,2408,2020-03-23 07:12:30.410 UTC
706853,11,91,902,2020-03-23 07:12:30.410 UTC
12453,7,54,2149,2020-03-23 07:12:30.410 UTC
4329,7,93,3530,2020-03-23 07:12:30.410 UTC
550930,7,76,1118,2020-03-23 07:12:30.410 UTC
104310,10,3,199,2020-03-23 07:12:30.410 UTC
88214,11,20,2663,2020-03-23 07:12:30.410 UTC
150094,20,33,196,2020-03-23 07:12:30.410 UTC
657401,8,12,521,2020-03-23 07:12:30.410 UTC
84642,7,80,2900,2020-03-23 07:12:30.410 UTC
151368,8,48,1741,2020-03-23 07:12:30.410 UTC
201413,9,55,1653,2020-03-23 07:12:30.410 UTC
60768,12,9,367,2020-03-23 07:12:30.410 UTC
773210,14,32,209,2020-03-23 07:12:30.410 UTC
663046,6,37,1011,2020-03-23 07:12:30.410 UTC
715479,6,3,87,2020-03-23 07:12:30.410 UTC
471732,14,46,900,2020-03-23 07:12:30.410 UTC
335928,7,41,230,2020-03-23 07:12:30.410 UTC
577639,6,112,1393,2020-03-23 07:12:30.410 UTC
82024,7,49,2194,2020-03-23 07:12:30.410 UTC
274192,7,120,6297,2020-03-23 07:12:30.410 UTC
8369,9,150,14497,2020-03-23 07:12:30.410 UTC
508112,2,120,2474,2020-03-23 07:12:30.410 UTC
8885,8,74,9622,2020-03-23 07:12:30.410 UTC
162718,7,183,4023,2020-03-23 07:12:30.410 UTC
497430,8,143,3270,2020-03-23 07:12:30.410 UTC
531366,7,3,448,2020-03-23 07:12:30.410 UTC
23052,7,83,4275,2020-03-23 07:12:30.410 UTC
116735,7,84,1994,2020-03-23 07:12:30.410 UTC
472737,13,32,548,2020-03-23 07:12:30.410 UTC
25849,11,4,684,2020-03-23 07:12:30.410 UTC
63018,15,40,1101,2020-03-23 07:12:30.410 UTC
153991,12,8,925,2020-03-23 07:12:30.410 UTC
542052,6,101,2454,2020-03-23 07:12:30.410 UTC
58670,6,27,1557,2020-03-23 07:12:30.410 UTC
387582,7,36,1298,2020-03-23 07:12:30.410 UTC
355155,14,153,2011,2020-03-23 07:12:30.410 UTC
659300,7,173,578,2020-03-23 07:12:30.410 UTC
97816,9,1,3451,2020-03-23 07:12:30.410 UTC
102208,10,30,1692,2020-03-23 07:12:30.410 UTC
23993,9,19,4120,2020-03-23 07:12:30.410 UTC
368018,9,22,825,2020-03-23 07:12:30.410 UTC
550505,14,1,1900,2020-03-23 07:12:30.410 UTC
95441,8,111,3429,2020-03-23 07:12:30.410 UTC
37913,8,25,831,2020-03-23 07:12:30.410 UTC
266284,6,24,884,2020-03-23 07:12:30.410 UTC
84759,7,52,5097,2020-03-23 07:12:30.410 UTC
539490,11,42,1703,2020-03-23 07:12:30.410 UTC
634759,7,235,2221,2020-03-23 07:12:30.410 UTC
621042,8,65,525,2020-03-23 07:12:30.410 UTC
545164,16,1,687,2020-03-23 07:12:30.410 UTC
93347,6,172,8862,2020-03-23 07:12:30.410 UTC
143167,8,24,2381,2020-03-23 07:12:30.410 UTC
14751,6,101,4585,2020-03-23 07:12:30.410 UTC
16008,6,63,4523,2020-03-23 07:12:30.410 UTC
7849,11,3,2614,2020-03-23 07:12:30.410 UTC
247141,27,2,117,2020-03-23 07:12:30.410 UTC
92298,1,188,2123,2020-03-23 07:12:30.410 UTC
228551,6,51,2524,2020-03-23 07:12:30.410 UTC
107518,6,22,2192,2020-03-23 07:12:30.410 UTC
70262,19,1,637,2020-03-23 07:12:30.410 UTC
92879,15,1,1637,2020-03-23 07:12:30.410 UTC
398073,8,55,1757,2020-03-23 07:12:30.410 UTC
45548,6,349,12564,2020-03-23 07:12:30.410 UTC
78746,27,2,1413,2020-03-23 07:12:30.410 UTC
8061,11,47,5461,2020-03-23 07:12:30.410 UTC
24448,6,36,3156,2020-03-23 07:12:30.410 UTC
239246,1,38,808,2020-03-23 07:12:30.410 UTC
12232,6,74,1881,2020-03-23 07:12:30.410 UTC
120294,9,30,1437,2020-03-23 07:12:30.410 UTC
65091,12,12,1195,2020-03-23 07:12:30.410 UTC
245372,9,16,768,2020-03-23 07:12:30.410 UTC
161946,19,1,569,2020-03-23 07:12:30.410 UTC
78512,11,7,1882,2020-03-23 07:12:30.410 UTC
40380,14,7,468,2020-03-23 07:12:30.410 UTC
137591,10,4,1147,2020-03-23 07:12:30.410 UTC
316802,10,16,410,2020-03-23 07:12:30.410 UTC
25462,2,9,1862,2020-03-23 07:12:30.410 UTC
127200,10,8,2794,2020-03-23 07:12:30.410 UTC
101263,7,17,303,2020-03-23 07:12:30.410 UTC
309831,22,1,947,2020-03-23 07:12:30.410 UTC
85596,6,137,7097,2020-03-23 07:12:30.410 UTC
673160,11,166,1679,2020-03-23 07:12:30.410 UTC
114008,21,15,627,2020-03-23 07:12:30.410 UTC
32000,19,3,819,2020-03-23 07:12:30.410 UTC
163056,17,9,1224,2020-03-23 07:12:30.410 UTC
95766,18,17,322,2020-03-23 07:12:30.410 UTC
51058,17,2,350,2020-03-23 07:12:30.410 UTC
673437,7,171,826,2020-03-23 07:12:30.410 UTC
636957,7,9,220,2020-03-23 07:12:30.410 UTC
392532,7,21,1686,2020-03-23 07:12:30.410 UTC
189353,0,9,920,2020-03-23 07:12:30.410 UTC
132485,7,29,3858,2020-03-23 07:12:30.410 UTC
545832,9,108,1380,2020-03-23 07:12:30.410 UTC
571813,25,4,171,2020-03-23 07:12:30.410 UTC
682571,7,84,473,2020-03-23 07:12:30.410 UTC
714244,21,6,305,2020-03-23 07:12:30.410 UTC
641534,7,53,354,2020-03-23 07:12:30.410 UTC
514194,7,19,277,2020-03-23 07:12:30.410 UTC
614423,7,39,783,2020-03-23 07:12:30.410 UTC
96676,29,1,1907,2020-03-23 07:12:30.410 UTC
677096,7,112,1450,2020-03-23 07:12:30.410 UTC
716307,10,6,36,2020-03-23 07:12:30.410 UTC
612177,14,49,788,2020-03-23 07:12:30.410 UTC
258889,10,40,1797,2020-03-23 07:12:30.410 UTC
45569,8,98,1181,2020-03-23 07:12:30.410 UTC
107809,9,127,2385,2020-03-23 07:12:30.410 UTC
45392,7,97,6755,2020-03-23 07:12:30.410 UTC
66005,12,28,554,2020-03-23 07:12:30.410 UTC
73652,5,57,1075,2020-03-23 07:12:30.410 UTC
38919,10,14,665,2020-03-23 07:12:30.410 UTC
115577,14,4,1069,2020-03-23 07:12:30.410 UTC
157138,8,132,2821,2020-03-23 07:12:30.410 UTC
358306,7,38,676,2020-03-23 07:12:30.410 UTC
450247,8,19,1800,2020-03-23 07:12:30.410 UTC
187090,11,12,343,2020-03-23 07:12:30.410 UTC
101844,27,11,1091,2020-03-23 07:12:30.410 UTC
