id_driver,recency,frequency,monetary_value,updated_at
297611,7,78,328,2020-03-23 07:12:30.410 UTC
397116,6,41,371,2020-03-23 07:12:30.410 UTC
250601,6,127,717,2020-03-23 07:12:30.410 UTC
622608,7,200,2110,2020-03-23 07:12:30.410 UTC
584927,11,10,456,2020-03-23 07:12:30.410 UTC
181663,10,4,698,2020-03-23 07:12:30.410 UTC
687163,7,261,2169,2020-03-23 07:12:30.410 UTC
495103,15,31,847,2020-03-23 07:12:30.410 UTC
637782,6,38,1084,2020-03-23 07:12:30.410 UTC
29005,0,43,241,2020-03-23 07:12:30.410 UTC
375358,7,128,1154,2020-03-23 07:12:30.410 UTC
180601,8,16,1199,2020-03-23 07:12:30.410 UTC
176790,3,5,643,2020-03-23 07:12:30.410 UTC
17231,9,8,1886,2020-03-23 07:12:30.410 UTC
165090,8,67,889,2020-03-23 07:12:30.410 UTC
562580,8,209,2796,2020-03-23 07:12:30.410 UTC
671335,6,118,1270,2020-03-23 07:12:30.410 UTC
147593,11,2,411,2020-03-23 07:12:30.410 UTC
525557,13,14,548,2020-03-23 07:12:30.410 UTC
713837,11,88,1213,2020-03-23 07:12:30.410 UTC
642355,6,133,946,2020-03-23 07:12:30.410 UTC
633026,9,83,787,2020-03-23 07:12:30.410 UTC
668600,0,132,1262,2020-03-23 07:12:30.410 UTC
32161,6,24,1785,2020-03-23 07:12:30.410 UTC
39679,6,144,819,2020-03-23 07:12:30.410 UTC
498463,8,17,2409,2020-03-23 07:12:30.410 UTC
547073,9,19,826,2020-03-23 07:12:30.410 UTC
106752,1,15,550,2020-03-23 07:12:30.410 UTC
435061,26,8,657,2020-03-23 07:12:30.410 UTC
665578,6,126,960,2020-03-23 07:12:30.410 UTC
469651,8,69,2116,2020-03-23 07:12:30.410 UTC
702037,22,3,27,2020-03-23 07:12:30.410 UTC
700195,7,14,335,2020-03-23 07:12:30.410 UTC
698850,9,93,635,2020-03-23 07:12:30.410 UTC
714917,7,57,169,2020-03-23 07:12:30.410 UTC
661854,11,82,516,2020-03-23 07:12:30.410 UTC
600759,9,77,575,2020-03-23 07:12:30.410 UTC
655668,27,1,261,2020-03-23 07:12:30.410 UTC
538429,7,110,687,2020-03-23 07:12:30.410 UTC
485306,6,24,944,2020-03-23 07:12:30.410 UTC
670871,9,31,674,2020-03-23 07:12:30.410 UTC
370762,9,33,978,2020-03-23 07:12:30.410 UTC
356573,7,48,1330,2020-03-23 07:12:30.410 UTC
290909,8,39,2017,2020-03-23 07:12:30.410 UTC
395074,23,19,435,2020-03-23 07:12:30.410 UTC
85892,23,2,277,2020-03-23 07:12:30.410 UTC
16121,7,26,2354,2020-03-23 07:12:30.410 UTC
9450,15,10,1687,2020-03-23 07:12:30.410 UTC
282035,12,5,607,2020-03-23 07:12:30.410 UTC
497899,12,18,653,2020-03-23 07:12:30.410 UTC
12137,11,4,849,2020-03-23 07:12:30.410 UTC
421419,8,55,1085,2020-03-23 07:12:30.410 UTC
260121,6,12,716,2020-03-23 07:12:30.410 UTC
690441,29,1,703,2020-03-23 07:12:30.410 UTC
661863,24,2,240,2020-03-23 07:12:30.410 UTC
673342,10,127,2367,2020-03-23 07:12:30.410 UTC
10859,8,11,1298,2020-03-23 07:12:30.410 UTC
565224,24,1,108,2020-03-23 07:12:30.410 UTC
424995,12,2,317,2020-03-23 07:12:30.410 UTC
195215,7,50,1087,2020-03-23 07:12:30.410 UTC
579430,25,1,677,2020-03-23 07:12:30.410 UTC
387058,8,32,948,2020-03-23 07:12:30.410 UTC
299774,14,86,1242,2020-03-23 07:12:30.410 UTC
573448,12,54,1221,2020-03-23 07:12:30.410 UTC
210722,24,6,669,2020-03-23 07:12:30.410 UTC
531904,17,17,803,2020-03-23 07:12:30.410 UTC
415718,7,274,1109,2020-03-23 07:12:30.410 UTC
36969,23,2,255,2020-03-23 07:12:30.410 UTC
220944,6,19,358,2020-03-23 07:12:30.410 UTC
356084,19,1,234,2020-03-23 07:12:30.410 UTC
385233,15,51,1155,2020-03-23 07:12:30.410 UTC
353274,10,20,694,2020-03-23 07:12:30.410 UTC
483784,15,29,200,2020-03-23 07:12:30.410 UTC
651576,7,72,578,2020-03-23 07:12:30.410 UTC
654554,4,28,250,2020-03-23 07:12:30.410 UTC
642884,9,6,427,2020-03-23 07:12:30.410 UTC
655733,21,1,162,2020-03-23 07:12:30.410 UTC
647579,8,1,189,2020-03-23 07:12:30.410 UTC
640122,7,341,1496,2020-03-23 07:12:30.410 UTC
524833,8,62,947,2020-03-23 07:12:30.410 UTC
355303,8,46,227,2020-03-23 07:12:30.410 UTC
696644,7,117,508,2020-03-23 07:12:30.410 UTC
518578,6,110,330,2020-03-23 07:12:30.410 UTC
782003,2,48,131,2020-03-23 07:12:30.410 UTC
317275,7,46,221,2020-03-23 07:12:30.410 UTC
771720,7,53,152,2020-03-23 07:12:30.410 UTC
789338,24,7,84,2020-03-23 07:12:30.410 UTC
791449,7,129,364,2020-03-23 07:12:30.410 UTC
770996,9,126,778,2020-03-23 07:12:30.410 UTC
511611,10,62,971,2020-03-23 07:12:30.410 UTC
775990,14,27,200,2020-03-23 07:12:30.410 UTC
635072,7,91,1425,2020-03-23 07:12:30.410 UTC
724727,7,106,447,2020-03-23 07:12:30.410 UTC
759192,14,14,110,2020-03-23 07:12:30.410 UTC
771373,6,127,369,2020-03-23 07:12:30.410 UTC
111382,6,78,629,2020-03-23 07:12:30.410 UTC
726613,6,80,987,2020-03-23 07:12:30.410 UTC
732968,11,62,1020,2020-03-23 07:12:30.410 UTC
785254,23,8,145,2020-03-23 07:12:30.410 UTC
45644,9,20,157,2020-03-23 07:12:30.410 UTC
394462,6,39,437,2020-03-23 07:12:30.410 UTC
718753,6,95,337,2020-03-23 07:12:30.410 UTC
32760,0,174,332,2020-03-23 07:12:30.410 UTC
723674,8,12,89,2020-03-23 07:12:30.410 UTC
743858,6,83,405,2020-03-23 07:12:30.410 UTC
235202,10,1,505,2020-03-23 07:12:30.410 UTC
16806,16,10,430,2020-03-23 07:12:30.410 UTC
646616,22,16,51,2020-03-23 07:12:30.410 UTC
694294,7,83,388,2020-03-23 07:12:30.410 UTC
671106,7,34,483,2020-03-23 07:12:30.410 UTC
700901,8,19,311,2020-03-23 07:12:30.410 UTC
676060,8,1,227,2020-03-23 07:12:30.410 UTC
566862,8,7,131,2020-03-23 07:12:30.410 UTC
527522,9,175,1039,2020-03-23 07:12:30.410 UTC
404828,7,85,584,2020-03-23 07:12:30.410 UTC
546982,7,52,797,2020-03-23 07:12:30.410 UTC
146744,9,17,152,2020-03-23 07:12:30.410 UTC
38378,8,150,191,2020-03-23 07:12:30.410 UTC
794107,9,181,427,2020-03-23 07:12:30.410 UTC
787925,9,98,129,2020-03-23 07:12:30.410 UTC
796426,11,125,262,2020-03-23 07:12:30.410 UTC
766804,28,14,282,2020-03-23 07:12:30.410 UTC
783108,6,356,845,2020-03-23 07:12:30.410 UTC
802868,7,129,182,2020-03-23 07:12:30.410 UTC
723110,9,127,1062,2020-03-23 07:12:30.410 UTC
783949,8,97,312,2020-03-23 07:12:30.410 UTC
801377,8,52,82,2020-03-23 07:12:30.410 UTC
400128,5,24,77,2020-03-23 07:12:30.410 UTC
799508,10,130,204,2020-03-23 07:12:30.410 UTC
792837,12,100,209,2020-03-23 07:12:30.410 UTC
796573,9,36,133,2020-03-23 07:12:30.410 UTC
729960,10,37,238,2020-03-23 07:12:30.410 UTC
67302,6,189,294,2020-03-23 07:12:30.410 UTC
316421,7,1,97,2020-03-23 07:12:30.410 UTC
770467,10,13,140,2020-03-23 07:12:30.410 UTC
791155,13,8,32,2020-03-23 07:12:30.410 UTC
715311,6,39,358,2020-03-23 07:12:30.410 UTC
248130,13,11,168,2020-03-23 07:12:30.410 UTC
242997,8,52,234,2020-03-23 07:12:30.410 UTC
200096,21,5,376,2020-03-23 07:12:30.410 UTC
748258,8,90,551,2020-03-23 07:12:30.410 UTC
747794,10,49,144,2020-03-23 07:12:30.410 UTC
725212,10,1,125,2020-03-23 07:12:30.410 UTC
742684,13,1,92,2020-03-23 07:12:30.410 UTC
96842,0,64,94,2020-03-23 07:12:30.410 UTC
740971,8,159,247,2020-03-23 07:12:30.410 UTC
734212,9,16,228,2020-03-23 07:12:30.410 UTC
677530,6,18,114,2020-03-23 07:12:30.410 UTC
159333,8,122,158,2020-03-23 07:12:30.410 UTC
809778,6,93,93,2020-03-23 07:12:30.410 UTC
685052,13,25,25,2020-03-23 07:12:30.410 UTC
815180,9,25,25,2020-03-23 07:12:30.410 UTC
398265,7,32,141,2020-03-23 07:12:30.410 UTC
792069,6,23,45,2020-03-23 07:12:30.410 UTC
813246,8,78,78,2020-03-23 07:12:30.410 UTC
766219,29,1,88,2020-03-23 07:12:30.410 UTC
749251,19,5,58,2020-03-23 07:12:30.410 UTC
732335,8,3,304,2020-03-23 07:12:30.410 UTC
655235,8,3,57,2020-03-23 07:12:30.410 UTC
383230,29,4,60,2020-03-23 07:12:30.410 UTC
18935,11,1,23,2020-03-23 07:12:30.410 UTC
804021,6,106,106,2020-03-23 07:12:30.410 UTC
796469,10,6,26,2020-03-23 07:12:30.410 UTC
549877,8,9,32,2020-03-23 07:12:30.410 UTC
811135,8,45,45,2020-03-23 07:12:30.410 UTC
800276,8,9,34,2020-03-23 07:12:30.410 UTC
781578,8,6,6,2020-03-23 07:12:30.410 UTC
483120,6,29,29,2020-03-23 07:12:30.410 UTC
789407,7,5,12,2020-03-23 07:12:30.410 UTC
559454,7,29,29,2020-03-23 07:12:30.410 UTC
531323,9,72,76,2020-03-23 07:12:30.410 UTC
812201,6,22,22,2020-03-23 07:12:30.410 UTC
812353,11,18,18,2020-03-23 07:12:30.410 UTC
814707,8,37,37,2020-03-23 07:12:30.410 UTC
798051,12,1,1,2020-03-23 07:12:30.410 UTC
789047,24,1,49,2020-03-23 07:12:30.410 UTC
682775,18,3,3,2020-03-23 07:12:30.410 UTC
21445,7,13,3290,2020-03-23 07:12:30.410 UTC
82289,10,79,6457,2020-03-23 07:12:30.410 UTC
74502,22,41,6333,2020-03-23 07:12:30.410 UTC
274219,6,308,7676,2020-03-23 07:12:30.410 UTC
256696,3,18,2434,2020-03-23 07:12:30.410 UTC
10884,8,133,6798,2020-03-23 07:12:30.410 UTC
216448,8,17,3306,2020-03-23 07:12:30.410 UTC
294004,12,16,5073,2020-03-23 07:12:30.410 UTC
10126,8,189,16002,2020-03-23 07:12:30.410 UTC
292643,7,43,6619,2020-03-23 07:12:30.410 UTC
55163,4,6,1640,2020-03-23 07:12:30.410 UTC
341197,16,1,478,2020-03-23 07:12:30.410 UTC
20725,6,68,6226,2020-03-23 07:12:30.410 UTC
111902,8,90,3696,2020-03-23 07:12:30.410 UTC
79835,5,16,3213,2020-03-23 07:12:30.410 UTC
33605,6,98,4445,2020-03-23 07:12:30.410 UTC
79523,6,139,7339,2020-03-23 07:12:30.410 UTC
10035,6,43,10585,2020-03-23 07:12:30.410 UTC
172017,25,1,1287,2020-03-23 07:12:30.410 UTC
170635,6,45,3403,2020-03-23 07:12:30.410 UTC
104844,8,157,6326,2020-03-23 07:12:30.410 UTC
129099,1,18,2724,2020-03-23 07:12:30.410 UTC
71299,0,233,11092,2020-03-23 07:12:30.410 UTC
268002,19,16,1016,2020-03-23 07:12:30.410 UTC
63127,8,69,3254,2020-03-23 07:12:30.410 UTC
297624,7,248,9140,2020-03-23 07:12:30.410 UTC
23110,20,67,7393,2020-03-23 07:12:30.410 UTC
9094,6,23,2609,2020-03-23 07:12:30.410 UTC
281367,8,42,1789,2020-03-23 07:12:30.410 UTC
9146,6,73,5662,2020-03-23 07:12:30.410 UTC
275597,26,3,1808,2020-03-23 07:12:30.410 UTC
136526,7,23,8715,2020-03-23 07:12:30.410 UTC
49090,7,295,11542,2020-03-23 07:12:30.410 UTC
262934,8,39,2354,2020-03-23 07:12:30.410 UTC
283413,9,68,3916,2020-03-23 07:12:30.410 UTC
120846,7,76,11762,2020-03-23 07:12:30.410 UTC
63358,8,157,11229,2020-03-23 07:12:30.410 UTC
84820,8,128,11192,2020-03-23 07:12:30.410 UTC
139781,7,46,2202,2020-03-23 07:12:30.410 UTC
309571,8,280,4922,2020-03-23 07:12:30.410 UTC
325815,8,11,1766,2020-03-23 07:12:30.410 UTC
7356,9,76,8179,2020-03-23 07:12:30.410 UTC
29140,7,161,9494,2020-03-23 07:12:30.410 UTC
124318,2,238,11083,2020-03-23 07:12:30.410 UTC
108763,18,13,4767,2020-03-23 07:12:30.410 UTC
317891,9,149,479,2020-03-23 07:12:30.410 UTC
178091,9,26,1840,2020-03-23 07:12:30.410 UTC
61801,6,11,7331,2020-03-23 07:12:30.410 UTC
296549,8,1,2339,2020-03-23 07:12:30.410 UTC
8153,19,2,1170,2020-03-23 07:12:30.410 UTC
27072,9,151,6650,2020-03-23 07:12:30.410 UTC
190971,7,20,3230,2020-03-23 07:12:30.410 UTC
75890,6,156,7355,2020-03-23 07:12:30.410 UTC
43507,9,55,1792,2020-03-23 07:12:30.410 UTC
173726,9,41,2992,2020-03-23 07:12:30.410 UTC
335032,7,136,2093,2020-03-23 07:12:30.410 UTC
140285,8,14,3259,2020-03-23 07:12:30.410 UTC
6034,6,161,10083,2020-03-23 07:12:30.410 UTC
119818,13,58,5628,2020-03-23 07:12:30.410 UTC
302315,14,8,714,2020-03-23 07:12:30.410 UTC
323332,10,18,946,2020-03-23 07:12:30.410 UTC
18592,7,9,2464,2020-03-23 07:12:30.410 UTC
7776,4,121,3899,2020-03-23 07:12:30.410 UTC
190117,27,2,1819,2020-03-23 07:12:30.410 UTC
118565,0,53,4001,2020-03-23 07:12:30.410 UTC
33722,22,5,3108,2020-03-23 07:12:30.410 UTC
259154,7,69,2473,2020-03-23 07:12:30.410 UTC
106336,7,53,1569,2020-03-23 07:12:30.410 UTC
176028,7,122,6276,2020-03-23 07:12:30.410 UTC
171332,9,12,2495,2020-03-23 07:12:30.410 UTC
84335,6,133,5848,2020-03-23 07:12:30.410 UTC
239026,14,5,689,2020-03-23 07:12:30.410 UTC
30523,18,34,4151,2020-03-23 07:12:30.410 UTC
134757,6,62,2700,2020-03-23 07:12:30.410 UTC
48371,7,45,2819,2020-03-23 07:12:30.410 UTC
28897,25,1,1291,2020-03-23 07:12:30.410 UTC
141199,7,101,5730,2020-03-23 07:12:30.410 UTC
21029,9,40,4422,2020-03-23 07:12:30.410 UTC
186371,10,180,4992,2020-03-23 07:12:30.410 UTC
33553,7,12,3519,2020-03-23 07:12:30.410 UTC
109188,7,75,3435,2020-03-23 07:12:30.410 UTC
182843,9,32,3723,2020-03-23 07:12:30.410 UTC
84847,7,76,1695,2020-03-23 07:12:30.410 UTC
255226,6,28,801,2020-03-23 07:12:30.410 UTC
7603,17,1,1084,2020-03-23 07:12:30.410 UTC
64723,1,239,8757,2020-03-23 07:12:30.410 UTC
234986,10,124,3589,2020-03-23 07:12:30.410 UTC
197490,7,32,1074,2020-03-23 07:12:30.410 UTC
180576,9,78,3093,2020-03-23 07:12:30.410 UTC
327068,22,2,2402,2020-03-23 07:12:30.410 UTC
8145,7,107,7972,2020-03-23 07:12:30.410 UTC
88696,6,204,9486,2020-03-23 07:12:30.410 UTC
28260,7,5,2511,2020-03-23 07:12:30.410 UTC
359452,6,128,4053,2020-03-23 07:12:30.410 UTC
432959,7,50,2180,2020-03-23 07:12:30.410 UTC
22182,8,81,3036,2020-03-23 07:12:30.410 UTC
422545,6,167,4608,2020-03-23 07:12:30.410 UTC
301807,7,2,1139,2020-03-23 07:12:30.410 UTC
318936,6,36,1791,2020-03-23 07:12:30.410 UTC
405860,14,1,1541,2020-03-23 07:12:30.410 UTC
246686,0,182,6023,2020-03-23 07:12:30.410 UTC
29859,8,3,10330,2020-03-23 07:12:30.410 UTC
388671,9,40,1386,2020-03-23 07:12:30.410 UTC
479882,8,98,2330,2020-03-23 07:12:30.410 UTC
365105,0,47,1670,2020-03-23 07:12:30.410 UTC
344244,8,15,445,2020-03-23 07:12:30.410 UTC
167756,7,68,1911,2020-03-23 07:12:30.410 UTC
309169,7,43,2534,2020-03-23 07:12:30.410 UTC
355295,7,47,1539,2020-03-23 07:12:30.410 UTC
365573,9,14,2535,2020-03-23 07:12:30.410 UTC
295149,6,106,2116,2020-03-23 07:12:30.410 UTC
298625,13,22,3320,2020-03-23 07:12:30.410 UTC
38114,2,52,2514,2020-03-23 07:12:30.410 UTC
152826,8,88,3426,2020-03-23 07:12:30.410 UTC
164449,0,165,3299,2020-03-23 07:12:30.410 UTC
149527,11,30,1123,2020-03-23 07:12:30.410 UTC
47716,11,46,1482,2020-03-23 07:12:30.410 UTC
65629,1,95,2982,2020-03-23 07:12:30.410 UTC
269003,12,3,381,2020-03-23 07:12:30.410 UTC
7108,10,3,494,2020-03-23 07:12:30.410 UTC
44556,10,16,1506,2020-03-23 07:12:30.410 UTC
135814,7,218,1659,2020-03-23 07:12:30.410 UTC
472517,9,186,3984,2020-03-23 07:12:30.410 UTC
398442,8,127,2564,2020-03-23 07:12:30.410 UTC
388684,8,109,1679,2020-03-23 07:12:30.410 UTC
290788,8,56,1309,2020-03-23 07:12:30.410 UTC
273512,25,2,1790,2020-03-23 07:12:30.410 UTC
156038,8,7,485,2020-03-23 07:12:30.410 UTC
205156,21,13,1348,2020-03-23 07:12:30.410 UTC
7772,8,21,1257,2020-03-23 07:12:30.410 UTC
359959,22,2,523,2020-03-23 07:12:30.410 UTC
253011,7,156,893,2020-03-23 07:12:30.410 UTC
334486,7,59,1896,2020-03-23 07:12:30.410 UTC
133214,26,48,3220,2020-03-23 07:12:30.410 UTC
611185,7,409,2188,2020-03-23 07:12:30.410 UTC
360380,24,3,666,2020-03-23 07:12:30.410 UTC
479457,7,85,1903,2020-03-23 07:12:30.410 UTC
52480,15,180,3412,2020-03-23 07:12:30.410 UTC
125792,8,115,3426,2020-03-23 07:12:30.410 UTC
751310,7,205,1307,2020-03-23 07:12:30.410 UTC
694446,13,16,185,2020-03-23 07:12:30.410 UTC
568375,6,75,962,2020-03-23 07:12:30.410 UTC
760162,6,301,1228,2020-03-23 07:12:30.410 UTC
8028,7,69,2062,2020-03-23 07:12:30.410 UTC
73020,7,3,1883,2020-03-23 07:12:30.410 UTC
88575,10,85,3137,2020-03-23 07:12:30.410 UTC
356885,8,62,732,2020-03-23 07:12:30.410 UTC
730844,28,13,118,2020-03-23 07:12:30.410 UTC
538398,7,215,3317,2020-03-23 07:12:30.410 UTC
11279,6,62,451,2020-03-23 07:12:30.410 UTC
77716,7,195,769,2020-03-23 07:12:30.410 UTC
767337,11,16,114,2020-03-23 07:12:30.410 UTC
352693,7,127,3877,2020-03-23 07:12:30.410 UTC
549692,7,168,2481,2020-03-23 07:12:30.410 UTC
711618,6,71,904,2020-03-23 07:12:30.410 UTC
644241,7,93,1499,2020-03-23 07:12:30.410 UTC
294924,6,255,6264,2020-03-23 07:12:30.410 UTC
685429,11,3,1229,2020-03-23 07:12:30.410 UTC
11756,9,103,3164,2020-03-23 07:12:30.410 UTC
624810,6,177,2907,2020-03-23 07:12:30.410 UTC
207071,6,78,2199,2020-03-23 07:12:30.410 UTC
666354,0,151,1916,2020-03-23 07:12:30.410 UTC
223671,14,14,1089,2020-03-23 07:12:30.410 UTC
581936,6,74,2000,2020-03-23 07:12:30.410 UTC
578385,7,74,1057,2020-03-23 07:12:30.410 UTC
496581,6,70,2035,2020-03-23 07:12:30.410 UTC
761923,6,148,671,2020-03-23 07:12:30.410 UTC
209902,7,242,2357,2020-03-23 07:12:30.410 UTC
188309,9,27,1575,2020-03-23 07:12:30.410 UTC
38738,10,36,3331,2020-03-23 07:12:30.410 UTC
634772,6,250,1383,2020-03-23 07:12:30.410 UTC
62078,6,90,3410,2020-03-23 07:12:30.410 UTC
136886,6,17,102,2020-03-23 07:12:30.410 UTC
710785,6,179,1613,2020-03-23 07:12:30.410 UTC
676997,6,56,1007,2020-03-23 07:12:30.410 UTC
764042,7,276,1222,2020-03-23 07:12:30.410 UTC
68395,7,23,935,2020-03-23 07:12:30.410 UTC
142508,7,134,2615,2020-03-23 07:12:30.410 UTC
618268,7,118,1931,2020-03-23 07:12:30.410 UTC
255499,6,60,1570,2020-03-23 07:12:30.410 UTC
319369,5,107,1297,2020-03-23 07:12:30.410 UTC
41309,6,30,333,2020-03-23 07:12:30.410 UTC
540704,14,12,289,2020-03-23 07:12:30.410 UTC
623320,6,142,1088,2020-03-23 07:12:30.410 UTC
47620,6,76,923,2020-03-23 07:12:30.410 UTC
716499,20,18,578,2020-03-23 07:12:30.410 UTC
675727,3,111,1397,2020-03-23 07:12:30.410 UTC
614580,7,29,599,2020-03-23 07:12:30.410 UTC
77533,7,9,32,2020-03-23 07:12:30.410 UTC
650171,8,64,1008,2020-03-23 07:12:30.410 UTC
523992,7,238,3015,2020-03-23 07:12:30.410 UTC
279590,8,51,1652,2020-03-23 07:12:30.410 UTC
751982,7,62,574,2020-03-23 07:12:30.410 UTC
699435,11,35,740,2020-03-23 07:12:30.410 UTC
731702,7,131,1537,2020-03-23 07:12:30.410 UTC
390153,8,50,1539,2020-03-23 07:12:30.410 UTC
755706,12,18,313,2020-03-23 07:12:30.410 UTC
193169,29,1,712,2020-03-23 07:12:30.410 UTC
186475,6,226,1624,2020-03-23 07:12:30.410 UTC
696115,7,108,642,2020-03-23 07:12:30.410 UTC
524296,6,44,1362,2020-03-23 07:12:30.410 UTC
711570,9,90,1203,2020-03-23 07:12:30.410 UTC
298244,7,95,1262,2020-03-23 07:12:30.410 UTC
287653,7,178,3969,2020-03-23 07:12:30.410 UTC
75907,2,76,1099,2020-03-23 07:12:30.410 UTC
717613,7,199,2189,2020-03-23 07:12:30.410 UTC
720787,9,77,563,2020-03-23 07:12:30.410 UTC
710261,11,8,996,2020-03-23 07:12:30.410 UTC
364676,9,15,214,2020-03-23 07:12:30.410 UTC
490499,7,27,2409,2020-03-23 07:12:30.410 UTC
699375,8,82,1325,2020-03-23 07:12:30.410 UTC
516332,0,71,1731,2020-03-23 07:12:30.410 UTC
663228,10,28,407,2020-03-23 07:12:30.410 UTC
535234,11,223,1952,2020-03-23 07:12:30.410 UTC
758480,9,108,701,2020-03-23 07:12:30.410 UTC
700459,8,53,745,2020-03-23 07:12:30.410 UTC
670719,19,9,424,2020-03-23 07:12:30.410 UTC
692833,6,25,382,2020-03-23 07:12:30.410 UTC
539555,9,38,954,2020-03-23 07:12:30.410 UTC
708015,2,182,1063,2020-03-23 07:12:30.410 UTC
539326,7,27,458,2020-03-23 07:12:30.410 UTC
679070,6,23,1230,2020-03-23 07:12:30.410 UTC
7724,6,100,424,2020-03-23 07:12:30.410 UTC
729977,8,225,1659,2020-03-23 07:12:30.410 UTC
475088,8,110,2740,2020-03-23 07:12:30.410 UTC
729188,7,126,755,2020-03-23 07:12:30.410 UTC
39327,1,29,2886,2020-03-23 07:12:30.410 UTC
193762,7,67,993,2020-03-23 07:12:30.410 UTC
171992,13,8,1676,2020-03-23 07:12:30.410 UTC
27284,20,45,1648,2020-03-23 07:12:30.410 UTC
233564,7,24,1086,2020-03-23 07:12:30.410 UTC
40936,9,1,711,2020-03-23 07:12:30.410 UTC
209352,7,93,109,2020-03-23 07:12:30.410 UTC
235866,18,4,269,2020-03-23 07:12:30.410 UTC
139257,7,51,2228,2020-03-23 07:12:30.410 UTC
608758,9,49,1767,2020-03-23 07:12:30.410 UTC
10503,7,31,4531,2020-03-23 07:12:30.410 UTC
683131,9,111,1233,2020-03-23 07:12:30.410 UTC
257416,7,126,1286,2020-03-23 07:12:30.410 UTC
241488,6,96,1621,2020-03-23 07:12:30.410 UTC
709909,9,33,165,2020-03-23 07:12:30.410 UTC
628769,7,49,1233,2020-03-23 07:12:30.410 UTC
555006,8,111,2074,2020-03-23 07:12:30.410 UTC
421700,8,3,705,2020-03-23 07:12:30.410 UTC
441846,7,92,893,2020-03-23 07:12:30.410 UTC
72951,24,26,378,2020-03-23 07:12:30.410 UTC
474112,19,2,233,2020-03-23 07:12:30.410 UTC
43342,7,155,3163,2020-03-23 07:12:30.410 UTC
75426,6,107,2319,2020-03-23 07:12:30.410 UTC
682169,6,242,1816,2020-03-23 07:12:30.410 UTC
112595,14,3,63,2020-03-23 07:12:30.410 UTC
627156,18,11,840,2020-03-23 07:12:30.410 UTC
677669,11,1,239,2020-03-23 07:12:30.410 UTC
711487,1,15,80,2020-03-23 07:12:30.410 UTC
305631,9,37,3956,2020-03-23 07:12:30.410 UTC
214783,7,58,942,2020-03-23 07:12:30.410 UTC
311696,13,7,680,2020-03-23 07:12:30.410 UTC
619296,8,43,615,2020-03-23 07:12:30.410 UTC
593801,7,122,1279,2020-03-23 07:12:30.410 UTC
439609,15,27,297,2020-03-23 07:12:30.410 UTC
140306,9,38,746,2020-03-23 07:12:30.410 UTC
340893,15,10,382,2020-03-23 07:12:30.410 UTC
61853,7,87,785,2020-03-23 07:12:30.410 UTC
360345,8,24,459,2020-03-23 07:12:30.410 UTC
393613,8,38,362,2020-03-23 07:12:30.410 UTC
54249,19,45,1482,2020-03-23 07:12:30.410 UTC
98545,5,82,2863,2020-03-23 07:12:30.410 UTC
387093,9,18,95,2020-03-23 07:12:30.410 UTC
8648,8,8,3530,2020-03-23 07:12:30.410 UTC
394441,7,40,62,2020-03-23 07:12:30.410 UTC
160746,10,11,812,2020-03-23 07:12:30.410 UTC
625439,7,17,2469,2020-03-23 07:12:30.410 UTC
604002,7,11,279,2020-03-23 07:12:30.410 UTC
9922,9,183,4975,2020-03-23 07:12:30.410 UTC
620129,11,2,422,2020-03-23 07:12:30.410 UTC
618672,29,1,65,2020-03-23 07:12:30.410 UTC
410304,6,22,1755,2020-03-23 07:12:30.410 UTC
498675,6,2,616,2020-03-23 07:12:30.410 UTC
296493,9,7,606,2020-03-23 07:12:30.410 UTC
89476,15,9,229,2020-03-23 07:12:30.410 UTC
529004,8,1,1592,2020-03-23 07:12:30.410 UTC
514936,13,1,404,2020-03-23 07:12:30.410 UTC
561136,8,54,1024,2020-03-23 07:12:30.410 UTC
596194,21,80,207,2020-03-23 07:12:30.410 UTC
555310,14,3,191,2020-03-23 07:12:30.410 UTC
729981,7,72,754,2020-03-23 07:12:30.410 UTC
588426,8,46,180,2020-03-23 07:12:30.410 UTC
786251,9,98,306,2020-03-23 07:12:30.410 UTC
28572,9,36,668,2020-03-23 07:12:30.410 UTC
358290,6,49,248,2020-03-23 07:12:30.410 UTC
768074,7,205,718,2020-03-23 07:12:30.410 UTC
702601,13,107,613,2020-03-23 07:12:30.410 UTC
151265,10,35,1054,2020-03-23 07:12:30.410 UTC
776098,7,64,113,2020-03-23 07:12:30.410 UTC
264530,7,11,157,2020-03-23 07:12:30.410 UTC
766648,14,75,394,2020-03-23 07:12:30.410 UTC
755533,6,79,507,2020-03-23 07:12:30.410 UTC
780425,6,235,603,2020-03-23 07:12:30.410 UTC
750200,4,53,362,2020-03-23 07:12:30.410 UTC
695114,6,37,359,2020-03-23 07:12:30.410 UTC
155432,7,64,566,2020-03-23 07:12:30.410 UTC
79371,16,4,514,2020-03-23 07:12:30.410 UTC
778933,28,7,86,2020-03-23 07:12:30.410 UTC
199532,9,47,518,2020-03-23 07:12:30.410 UTC
790768,7,65,168,2020-03-23 07:12:30.410 UTC
718004,9,15,462,2020-03-23 07:12:30.410 UTC
671964,12,42,228,2020-03-23 07:12:30.410 UTC
790964,6,131,281,2020-03-23 07:12:30.410 UTC
512773,7,18,39,2020-03-23 07:12:30.410 UTC
695582,15,24,152,2020-03-23 07:12:30.410 UTC
721836,6,203,1078,2020-03-23 07:12:30.410 UTC
741639,8,60,348,2020-03-23 07:12:30.410 UTC
788185,16,28,434,2020-03-23 07:12:30.410 UTC
